group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/3,1,28,good,toward_bad,False
baseline[good=above],baseline/3,2,28,good,toward_bad,False
baseline[good=above],baseline/3,3,28,good,toward_good,False
baseline[good=above],baseline/3,4,28,good,toward_good,False
baseline[good=above],baseline/3,5,28,good,toward_bad,False
baseline[good=above],baseline/3,6,28,good,toward_good,False
baseline[good=above],baseline/3,7,28,good,toward_bad,False
baseline[good=above],baseline/3,8,28,good,toward_bad,False
baseline[good=above],baseline/3,9,28,good,toward_good,False
baseline[good=above],baseline/3,10,28,good,toward_bad,False
baseline[good=above],baseline/3,11,28,good,toward_good,False
baseline[good=above],baseline/3,12,28,good,toward_good,False
baseline[good=above],baseline/3,13,28,good,toward_good,False
baseline[good=above],baseline/3,14,28,good,toward_good,False
baseline[good=above],baseline/3,15,28,good,toward_bad,False
baseline[good=above],baseline/3,16,28,good,toward_good,False
baseline[good=above],baseline/3,17,28,good,toward_bad,False
baseline[good=above],baseline/3,18,28,good,toward_bad,False
baseline[good=above],baseline/3,19,28,good,toward_good,False
baseline[good=above],baseline/3,20,28,good,toward_good,False
baseline[good=above],baseline/3,21,28,good,toward_bad,False
baseline[good=above],baseline/3,22,28,good,toward_good,False
baseline[good=above],baseline/3,23,28,good,toward_bad,False
baseline[good=above],baseline/3,24,28,good,toward_good,False
baseline[good=above],baseline/3,25,28,good,toward_bad,False
baseline[good=above],baseline/3,26,28,good,toward_good,False
baseline[good=above],baseline/3,27,28,good,,True
baseline[good=below],baseline/3,0,28,bad,toward_bad,False
baseline[good=below],baseline/3,1,28,bad,toward_good,False
baseline[good=below],baseline/3,2,28,bad,toward_good,False
baseline[good=below],baseline/3,3,28,bad,toward_bad,False
baseline[good=below],baseline/3,4,28,bad,toward_bad,False
baseline[good=below],baseline/3,5,28,bad,toward_good,False
baseline[good=below],baseline/3,6,28,bad,toward_bad,False
baseline[good=below],baseline/3,7,28,bad,toward_good,False
baseline[good=below],baseline/3,8,28,bad,toward_good,False
baseline[good=below],baseline/3,9,28,bad,toward_bad,False
baseline[good=below],baseline/3,10,28,bad,toward_good,False
baseline[good=below],baseline/3,11,28,bad,toward_bad,False
baseline[good=below],baseline/3,12,28,bad,toward_bad,False
baseline[good=below],baseline/3,13,28,bad,toward_bad,False
baseline[good=below],baseline/3,14,28,bad,toward_bad,False
baseline[good=below],baseline/3,15,28,bad,toward_good,False
baseline[good=below],baseline/3,16,28,bad,toward_bad,False
baseline[good=below],baseline/3,17,28,bad,toward_good,False
baseline[good=below],baseline/3,18,28,bad,toward_good,False
baseline[good=below],baseline/3,19,28,bad,toward_bad,False
baseline[good=below],baseline/3,20,28,bad,toward_bad,False
baseline[good=below],baseline/3,21,28,bad,toward_good,False
baseline[good=below],baseline/3,22,28,bad,toward_bad,False
baseline[good=below],baseline/3,23,28,bad,toward_good,False
baseline[good=below],baseline/3,24,28,bad,toward_bad,False
baseline[good=below],baseline/3,25,28,bad,toward_good,False
baseline[good=below],baseline/3,26,28,bad,toward_bad,False
baseline[good=below],baseline/3,27,28,bad,,True
baseline[good=above],baseline/4,0,48,bad,toward_good,False
baseline[good=above],baseline/4,1,48,good,toward_good,False
baseline[good=above],baseline/4,2,48,good,toward_bad,False
baseline[good=above],baseline/4,3,48,good,toward_bad,False
baseline[good=above],baseline/4,4,48,good,toward_good,False
baseline[good=above],baseline/4,5,48,good,toward_bad,False
baseline[good=above],baseline/4,6,48,good,toward_bad,False
baseline[good=above],baseline/4,7,48,good,toward_good,False
baseline[good=above],baseline/4,8,48,good,toward_bad,False
baseline[good=above],baseline/4,9,48,good,toward_bad,False
baseline[good=above],baseline/4,10,48,good,toward_bad,False
baseline[good=above],baseline/4,11,48,good,toward_good,False
baseline[good=above],baseline/4,12,48,good,toward_good,False
baseline[good=above],baseline/4,13,48,good,toward_bad,False
baseline[good=above],baseline/4,14,48,good,toward_good,False
baseline[good=above],baseline/4,15,48,good,toward_bad,False
baseline[good=above],baseline/4,16,48,good,toward_good,False
baseline[good=above],baseline/4,17,48,good,toward_bad,False
baseline[good=above],baseline/4,18,48,good,toward_bad,False
baseline[good=above],baseline/4,19,48,good,toward_bad,False
baseline[good=above],baseline/4,20,48,good,toward_good,False
baseline[good=above],baseline/4,21,48,good,toward_good,False
baseline[good=above],baseline/4,22,48,good,toward_bad,False
baseline[good=above],baseline/4,23,48,good,toward_bad,False
baseline[good=above],baseline/4,24,48,good,toward_good,False
baseline[good=above],baseline/4,25,48,good,toward_bad,False
baseline[good=above],baseline/4,26,48,good,toward_good,False
baseline[good=above],baseline/4,27,48,good,toward_good,False
baseline[good=above],baseline/4,28,48,good,toward_good,False
baseline[good=above],baseline/4,29,48,good,toward_bad,False
baseline[good=above],baseline/4,30,48,good,toward_bad,False
baseline[good=above],baseline/4,31,48,good,toward_good,False
baseline[good=above],baseline/4,32,48,good,toward_bad,False
baseline[good=above],baseline/4,33,48,good,toward_good,False
baseline[good=above],baseline/4,34,48,good,toward_bad,False
baseline[good=above],baseline/4,35,48,good,toward_good,False
baseline[good=above],baseline/4,36,48,good,toward_good,False
baseline[good=above],baseline/4,37,48,good,toward_bad,False
baseline[good=above],baseline/4,38,48,good,toward_bad,False
baseline[good=above],baseline/4,39,48,good,toward_good,False
baseline[good=above],baseline/4,40,48,good,toward_bad,False
baseline[good=above],baseline/4,41,48,good,toward_good,False
baseline[good=above],baseline/4,42,48,good,toward_bad,False
baseline[good=above],baseline/4,43,48,good,toward_good,False
baseline[good=above],baseline/4,44,48,good,toward_good,False
baseline[good=above],baseline/4,45,48,good,toward_bad,False
baseline[good=above],baseline/4,46,48,good,toward_good,False
baseline[good=above],baseline/4,47,48,good,,True
baseline[good=below],baseline/4,0,48,good,toward_bad,False
baseline[good=below],baseline/4,1,48,bad,toward_bad,False
baseline[good=below],baseline/4,2,48,bad,toward_good,False
baseline[good=below],baseline/4,3,48,bad,toward_good,False
baseline[good=below],baseline/4,4,48,bad,toward_bad,False
baseline[good=below],baseline/4,5,48,bad,toward_good,False
baseline[good=below],baseline/4,6,48,bad,toward_good,False
baseline[good=below],baseline/4,7,48,bad,toward_bad,False
baseline[good=below],baseline/4,8,48,bad,toward_good,False
baseline[good=below],baseline/4,9,48,bad,toward_good,False
baseline[good=below],baseline/4,10,48,bad,toward_good,False
baseline[good=below],baseline/4,11,48,bad,toward_bad,False
baseline[good=below],baseline/4,12,48,bad,toward_bad,False
baseline[good=below],baseline/4,13,48,bad,toward_good,False
baseline[good=below],baseline/4,14,48,bad,toward_bad,False
baseline[good=below],baseline/4,15,48,bad,toward_good,False
baseline[good=below],baseline/4,16,48,bad,toward_bad,False
baseline[good=below],baseline/4,17,48,bad,toward_good,False
baseline[good=below],baseline/4,18,48,bad,toward_good,False
baseline[good=below],baseline/4,19,48,bad,toward_good,False
baseline[good=below],baseline/4,20,48,bad,toward_bad,False
baseline[good=below],baseline/4,21,48,bad,toward_bad,False
baseline[good=below],baseline/4,22,48,bad,toward_good,False
baseline[good=below],baseline/4,23,48,bad,toward_good,False
baseline[good=below],baseline/4,24,48,bad,toward_bad,False
baseline[good=below],baseline/4,25,48,bad,toward_good,False
baseline[good=below],baseline/4,26,48,bad,toward_bad,False
baseline[good=below],baseline/4,27,48,bad,toward_bad,False
baseline[good=below],baseline/4,28,48,bad,toward_bad,False
baseline[good=below],baseline/4,29,48,bad,toward_good,False
baseline[good=below],baseline/4,30,48,bad,toward_good,False
baseline[good=below],baseline/4,31,48,bad,toward_bad,False
baseline[good=below],baseline/4,32,48,bad,toward_good,False
baseline[good=below],baseline/4,33,48,bad,toward_bad,False
baseline[good=below],baseline/4,34,48,bad,toward_good,False
baseline[good=below],baseline/4,35,48,bad,toward_bad,False
baseline[good=below],baseline/4,36,48,bad,toward_bad,False
baseline[good=below],baseline/4,37,48,bad,toward_good,False
baseline[good=below],baseline/4,38,48,bad,toward_good,False
baseline[good=below],baseline/4,39,48,bad,toward_bad,False
baseline[good=below],baseline/4,40,48,bad,toward_good,False
baseline[good=below],baseline/4,41,48,bad,toward_bad,False
baseline[good=below],baseline/4,42,48,bad,toward_good,False
baseline[good=below],baseline/4,43,48,bad,toward_bad,False
baseline[good=below],baseline/4,44,48,bad,toward_bad,False
baseline[good=below],baseline/4,45,48,bad,toward_good,False
baseline[good=below],baseline/4,46,48,bad,toward_bad,False
baseline[good=below],baseline/4,47,48,bad,,True
baseline[good=above],baseline/5,0,15,bad,toward_bad,False
baseline[good=above],baseline/5,1,15,bad,toward_bad,False
baseline[good=above],baseline/5,2,15,bad,toward_good,False
baseline[good=above],baseline/5,3,15,bad,toward_bad,False
baseline[good=above],baseline/5,4,15,bad,toward_good,False
baseline[good=above],baseline/5,5,15,bad,toward_bad,False
baseline[good=above],baseline/5,6,15,bad,toward_good,False
baseline[good=above],baseline/5,7,15,good,toward_bad,False
baseline[good=above],baseline/5,8,15,bad,toward_bad,False
baseline[good=above],baseline/5,9,15,bad,toward_bad,False
baseline[good=above],baseline/5,10,15,bad,toward_good,False
baseline[good=above],baseline/5,11,15,bad,toward_bad,False
baseline[good=above],baseline/5,12,15,bad,toward_bad,False
baseline[good=above],baseline/5,13,15,bad,toward_bad,False
baseline[good=above],baseline/5,14,15,bad,,True
baseline[good=below],baseline/5,0,15,good,toward_good,False
baseline[good=below],baseline/5,1,15,good,toward_good,False
baseline[good=below],baseline/5,2,15,good,toward_bad,False
baseline[good=below],baseline/5,3,15,good,toward_good,False
baseline[good=below],baseline/5,4,15,good,toward_bad,False
baseline[good=below],baseline/5,5,15,good,toward_good,False
baseline[good=below],baseline/5,6,15,good,toward_bad,False
baseline[good=below],baseline/5,7,15,bad,toward_good,False
baseline[good=below],baseline/5,8,15,good,toward_good,False
baseline[good=below],baseline/5,9,15,good,toward_good,False
baseline[good=below],baseline/5,10,15,good,toward_bad,False
baseline[good=below],baseline/5,11,15,good,toward_good,False
baseline[good=below],baseline/5,12,15,good,toward_good,False
baseline[good=below],baseline/5,13,15,good,toward_good,False
baseline[good=below],baseline/5,14,15,good,,True
baseline[good=above],baseline/7,0,16,good,toward_bad,False
baseline[good=above],baseline/7,1,16,good,toward_bad,False
baseline[good=above],baseline/7,2,16,good,toward_good,False
baseline[good=above],baseline/7,3,16,good,toward_bad,False
baseline[good=above],baseline/7,4,16,good,toward_good,False
baseline[good=above],baseline/7,5,16,good,toward_bad,False
baseline[good=above],baseline/7,6,16,good,toward_good,False
baseline[good=above],baseline/7,7,16,good,toward_bad,False
baseline[good=above],baseline/7,8,16,good,toward_good,False
baseline[good=above],baseline/7,9,16,good,toward_bad,False
baseline[good=above],baseline/7,10,16,good,toward_good,False
baseline[good=above],baseline/7,11,16,good,toward_bad,False
baseline[good=above],baseline/7,12,16,good,toward_bad,False
baseline[good=above],baseline/7,13,16,good,toward_bad,False
baseline[good=above],baseline/7,14,16,good,toward_good,False
baseline[good=above],baseline/7,15,16,good,,True
baseline[good=below],baseline/7,0,16,bad,toward_good,False
baseline[good=below],baseline/7,1,16,bad,toward_good,False
baseline[good=below],baseline/7,2,16,bad,toward_bad,False
baseline[good=below],baseline/7,3,16,bad,toward_good,False
baseline[good=below],baseline/7,4,16,bad,toward_bad,False
baseline[good=below],baseline/7,5,16,bad,toward_good,False
baseline[good=below],baseline/7,6,16,bad,toward_bad,False
baseline[good=below],baseline/7,7,16,bad,toward_good,False
baseline[good=below],baseline/7,8,16,bad,toward_bad,False
baseline[good=below],baseline/7,9,16,bad,toward_good,False
baseline[good=below],baseline/7,10,16,bad,toward_bad,False
baseline[good=below],baseline/7,11,16,bad,toward_good,False
baseline[good=below],baseline/7,12,16,bad,toward_good,False
baseline[good=below],baseline/7,13,16,bad,toward_good,False
baseline[good=below],baseline/7,14,16,bad,toward_bad,False
baseline[good=below],baseline/7,15,16,bad,,True
baseline[good=above],baseline/8,0,49,bad,toward_bad,False
baseline[good=above],baseline/8,1,49,bad,toward_good,False
baseline[good=above],baseline/8,2,49,bad,toward_bad,False
baseline[good=above],baseline/8,3,49,bad,toward_good,False
baseline[good=above],baseline/8,4,49,bad,toward_bad,False
baseline[good=above],baseline/8,5,49,bad,toward_good,False
baseline[good=above],baseline/8,6,49,bad,toward_bad,False
baseline[good=above],baseline/8,7,49,bad,toward_good,False
baseline[good=above],baseline/8,8,49,bad,toward_good,False
baseline[good=above],baseline/8,9,49,bad,toward_bad,False
baseline[good=above],baseline/8,10,49,bad,toward_good,False
baseline[good=above],baseline/8,11,49,bad,toward_bad,False
baseline[good=above],baseline/8,12,49,bad,toward_bad,False
baseline[good=above],baseline/8,13,49,bad,toward_good,False
baseline[good=above],baseline/8,14,49,bad,toward_good,False
baseline[good=above],baseline/8,15,49,bad,toward_bad,False
baseline[good=above],baseline/8,16,49,bad,toward_good,False
baseline[good=above],baseline/8,17,49,bad,toward_good,False
baseline[good=above],baseline/8,18,49,bad,toward_bad,False
baseline[good=above],baseline/8,19,49,bad,toward_bad,False
baseline[good=above],baseline/8,20,49,bad,toward_good,False
baseline[good=above],baseline/8,21,49,bad,toward_bad,False
baseline[good=above],baseline/8,22,49,bad,toward_good,False
baseline[good=above],baseline/8,23,49,bad,toward_bad,False
baseline[good=above],baseline/8,24,49,bad,toward_bad,False
baseline[good=above],baseline/8,25,49,bad,toward_good,False
baseline[good=above],baseline/8,26,49,bad,toward_good,False
baseline[good=above],baseline/8,27,49,bad,toward_bad,False
baseline[good=above],baseline/8,28,49,bad,toward_bad,False
baseline[good=above],baseline/8,29,49,bad,toward_bad,False
baseline[good=above],baseline/8,30,49,bad,toward_good,False
baseline[good=above],baseline/8,31,49,bad,same,False
baseline[good=above],baseline/8,32,49,bad,toward_good,False
baseline[good=above],baseline/8,33,49,bad,toward_bad,False
baseline[good=above],baseline/8,34,49,bad,toward_good,False
baseline[good=above],baseline/8,35,49,bad,toward_bad,False
baseline[good=above],baseline/8,36,49,bad,toward_good,False
baseline[good=above],baseline/8,37,49,bad,toward_good,False
baseline[good=above],baseline/8,38,49,bad,toward_bad,False
baseline[good=above],baseline/8,39,49,bad,toward_good,False
baseline[good=above],baseline/8,40,49,bad,toward_bad,False
baseline[good=above],baseline/8,41,49,bad,toward_good,False
baseline[good=above],baseline/8,42,49,bad,toward_good,False
baseline[good=above],baseline/8,43,49,bad,toward_good,False
baseline[good=above],baseline/8,44,49,bad,toward_bad,False
baseline[good=above],baseline/8,45,49,bad,toward_good,False
baseline[good=above],baseline/8,46,49,bad,toward_bad,False
baseline[good=above],baseline/8,47,49,bad,toward_good,False
baseline[good=above],baseline/8,48,49,bad,,True
baseline[good=below],baseline/8,0,49,good,toward_good,False
baseline[good=below],baseline/8,1,49,good,toward_bad,False
baseline[good=below],baseline/8,2,49,good,toward_good,False
baseline[good=below],baseline/8,3,49,good,toward_bad,False
baseline[good=below],baseline/8,4,49,good,toward_good,False
baseline[good=below],baseline/8,5,49,good,toward_bad,False
baseline[good=below],baseline/8,6,49,good,toward_good,False
baseline[good=below],baseline/8,7,49,good,toward_bad,False
baseline[good=below],baseline/8,8,49,good,toward_bad,False
baseline[good=below],baseline/8,9,49,good,toward_good,False
baseline[good=below],baseline/8,10,49,good,toward_bad,False
baseline[good=below],baseline/8,11,49,good,toward_good,False
baseline[good=below],baseline/8,12,49,good,toward_good,False
baseline[good=below],baseline/8,13,49,good,toward_bad,False
baseline[good=below],baseline/8,14,49,good,toward_bad,False
baseline[good=below],baseline/8,15,49,good,toward_good,False
baseline[good=below],baseline/8,16,49,good,toward_bad,False
baseline[good=below],baseline/8,17,49,good,toward_bad,False
baseline[good=below],baseline/8,18,49,good,toward_good,False
baseline[good=below],baseline/8,19,49,good,toward_good,False
baseline[good=below],baseline/8,20,49,good,toward_bad,False
baseline[good=below],baseline/8,21,49,good,toward_good,False
baseline[good=below],baseline/8,22,49,good,toward_bad,False
baseline[good=below],baseline/8,23,49,good,toward_good,False
baseline[good=below],baseline/8,24,49,good,toward_good,False
baseline[good=below],baseline/8,25,49,good,toward_bad,False
baseline[good=below],baseline/8,26,49,good,toward_bad,False
baseline[good=below],baseline/8,27,49,good,toward_good,False
baseline[good=below],baseline/8,28,49,good,toward_good,False
baseline[good=below],baseline/8,29,49,good,toward_good,False
baseline[good=below],baseline/8,30,49,good,toward_bad,False
baseline[good=below],baseline/8,31,49,good,same,False
baseline[good=below],baseline/8,32,49,good,toward_bad,False
baseline[good=below],baseline/8,33,49,good,toward_good,False
baseline[good=below],baseline/8,34,49,good,toward_bad,False
baseline[good=below],baseline/8,35,49,good,toward_good,False
baseline[good=below],baseline/8,36,49,good,toward_bad,False
baseline[good=below],baseline/8,37,49,good,toward_bad,False
baseline[good=below],baseline/8,38,49,good,toward_good,False
baseline[good=below],baseline/8,39,49,good,toward_bad,False
baseline[good=below],baseline/8,40,49,good,toward_good,False
baseline[good=below],baseline/8,41,49,good,toward_bad,False
baseline[good=below],baseline/8,42,49,good,toward_bad,False
baseline[good=below],baseline/8,43,49,good,toward_bad,False
baseline[good=below],baseline/8,44,49,good,toward_good,False
baseline[good=below],baseline/8,45,49,good,toward_bad,False
baseline[good=below],baseline/8,46,49,good,toward_good,False
baseline[good=below],baseline/8,47,49,good,toward_bad,False
baseline[good=below],baseline/8,48,49,good,,True
baseline[good=above],baseline/10,0,2,good,toward_bad,False
baseline[good=above],baseline/10,1,2,good,,True
baseline[good=below],baseline/10,0,2,bad,toward_good,False
baseline[good=below],baseline/10,1,2,bad,,True
baseline[good=above],baseline/12,0,1,bad,,True
baseline[good=below],baseline/12,0,1,good,,True
baseline[good=above],baseline/13,0,5,good,toward_bad,False
baseline[good=above],baseline/13,1,5,good,toward_good,False
baseline[good=above],baseline/13,2,5,good,toward_good,False
baseline[good=above],baseline/13,3,5,good,toward_bad,False
