group,rollout,t,K,side,move,is_last
baseline[good=below],baseline/5,8,32,good,toward_good,False
baseline[good=below],baseline/5,9,32,good,toward_bad,False
baseline[good=below],baseline/5,10,32,good,toward_bad,False
baseline[good=below],baseline/5,11,32,good,toward_good,False
baseline[good=below],baseline/5,12,32,good,toward_good,False
baseline[good=below],baseline/5,13,32,good,toward_good,False
baseline[good=below],baseline/5,14,32,good,toward_good,False
baseline[good=below],baseline/5,15,32,good,toward_good,False
baseline[good=below],baseline/5,16,32,good,toward_good,False
baseline[good=below],baseline/5,17,32,good,toward_bad,False
baseline[good=below],baseline/5,18,32,good,toward_good,False
baseline[good=below],baseline/5,19,32,good,toward_bad,False
baseline[good=below],baseline/5,20,32,good,toward_good,False
baseline[good=below],baseline/5,21,32,good,toward_good,False
baseline[good=below],baseline/5,22,32,good,toward_good,False
baseline[good=below],baseline/5,23,32,good,toward_good,False
baseline[good=below],baseline/5,24,32,good,toward_bad,False
baseline[good=below],baseline/5,25,32,good,toward_good,False
baseline[good=below],baseline/5,26,32,good,toward_bad,False
baseline[good=below],baseline/5,27,32,good,toward_good,False
baseline[good=below],baseline/5,28,32,good,toward_bad,False
baseline[good=below],baseline/5,29,32,good,toward_good,False
baseline[good=below],baseline/5,30,32,good,toward_bad,False
baseline[good=below],baseline/5,31,32,good,,True
baseline[good=above],baseline/7,0,29,bad,toward_good,False
baseline[good=above],baseline/7,1,29,bad,toward_bad,False
baseline[good=above],baseline/7,2,29,bad,toward_bad,False
baseline[good=above],baseline/7,3,29,bad,toward_good,False
baseline[good=above],baseline/7,4,29,bad,toward_good,False
baseline[good=above],baseline/7,5,29,bad,toward_bad,False
baseline[good=above],baseline/7,6,29,bad,toward_bad,False
baseline[good=above],baseline/7,7,29,bad,toward_good,False
baseline[good=above],baseline/7,8,29,bad,toward_bad,False
baseline[good=above],baseline/7,9,29,bad,toward_good,False
baseline[good=above],baseline/7,10,29,bad,toward_good,False
baseline[good=above],baseline/7,11,29,bad,toward_bad,False
baseline[good=above],baseline/7,12,29,bad,toward_bad,False
baseline[good=above],baseline/7,13,29,bad,toward_good,False
baseline[good=above],baseline/7,14,29,bad,toward_good,False
baseline[good=above],baseline/7,15,29,bad,toward_bad,False
baseline[good=above],baseline/7,16,29,bad,toward_good,False
baseline[good=above],baseline/7,17,29,bad,toward_bad,False
baseline[good=above],baseline/7,18,29,bad,toward_good,False
baseline[good=above],baseline/7,19,29,bad,toward_good,False
baseline[good=above],baseline/7,20,29,bad,same,False
baseline[good=above],baseline/7,21,29,bad,toward_good,False
baseline[good=above],baseline/7,22,29,bad,toward_bad,False
baseline[good=above],baseline/7,23,29,bad,toward_bad,False
baseline[good=above],baseline/7,24,29,bad,toward_bad,False
baseline[good=above],baseline/7,25,29,bad,toward_good,False
baseline[good=above],baseline/7,26,29,bad,toward_bad,False
baseline[good=above],baseline/7,27,29,bad,toward_good,False
baseline[good=above],baseline/7,28,29,bad,,True
baseline[good=below],baseline/7,0,29,good,toward_bad,False
baseline[good=below],baseline/7,1,29,good,toward_good,False
baseline[good=below],baseline/7,2,29,good,toward_good,False
baseline[good=below],baseline/7,3,29,good,toward_bad,False
baseline[good=below],baseline/7,4,29,good,toward_bad,False
baseline[good=below],baseline/7,5,29,good,toward_good,False
baseline[good=below],baseline/7,6,29,good,toward_good,False
baseline[good=below],baseline/7,7,29,good,toward_bad,False
baseline[good=below],baseline/7,8,29,good,toward_good,False
baseline[good=below],baseline/7,9,29,good,toward_bad,False
baseline[good=below],baseline/7,10,29,good,toward_bad,False
baseline[good=below],baseline/7,11,29,good,toward_good,False
baseline[good=below],baseline/7,12,29,good,toward_good,False
baseline[good=below],baseline/7,13,29,good,toward_bad,False
baseline[good=below],baseline/7,14,29,good,toward_bad,False
baseline[good=below],baseline/7,15,29,good,toward_good,False
baseline[good=below],baseline/7,16,29,good,toward_bad,False
baseline[good=below],baseline/7,17,29,good,toward_good,False
baseline[good=below],baseline/7,18,29,good,toward_bad,False
baseline[good=below],baseline/7,19,29,good,toward_bad,False
baseline[good=below],baseline/7,20,29,good,same,False
baseline[good=below],baseline/7,21,29,good,toward_bad,False
baseline[good=below],baseline/7,22,29,good,toward_good,False
baseline[good=below],baseline/7,23,29,good,toward_good,False
baseline[good=below],baseline/7,24,29,good,toward_good,False
baseline[good=below],baseline/7,25,29,good,toward_bad,False
baseline[good=below],baseline/7,26,29,good,toward_good,False
baseline[good=below],baseline/7,27,29,good,toward_bad,False
baseline[good=below],baseline/7,28,29,good,,True
baseline[good=above],baseline/8,0,3,bad,toward_good,False
baseline[good=above],baseline/8,1,3,bad,toward_bad,False
baseline[good=above],baseline/8,2,3,bad,,True
baseline[good=below],baseline/8,0,3,good,toward_bad,False
baseline[good=below],baseline/8,1,3,good,toward_good,False
baseline[good=below],baseline/8,2,3,good,,True
baseline[good=above],baseline/9,0,1,good,,True
baseline[good=below],baseline/9,0,1,bad,,True
baseline[good=above],baseline/10,0,1,bad,,True
baseline[good=below],baseline/10,0,1,good,,True
baseline[good=above],baseline/11,0,10,bad,toward_good,False
baseline[good=above],baseline/11,1,10,bad,toward_good,False
baseline[good=above],baseline/11,2,10,bad,toward_bad,False
baseline[good=above],baseline/11,3,10,bad,toward_bad,False
baseline[good=above],baseline/11,4,10,bad,toward_good,False
baseline[good=above],baseline/11,5,10,bad,toward_good,False
baseline[good=above],baseline/11,6,10,bad,toward_bad,False
baseline[good=above],baseline/11,7,10,bad,toward_bad,False
baseline[good=above],baseline/11,8,10,bad,toward_good,False
baseline[good=above],baseline/11,9,10,bad,,True
baseline[good=below],baseline/11,0,10,good,toward_bad,False
baseline[good=below],baseline/11,1,10,good,toward_bad,False
baseline[good=below],baseline/11,2,10,good,toward_good,False
baseline[good=below],baseline/11,3,10,good,toward_good,False
baseline[good=below],baseline/11,4,10,good,toward_bad,False
baseline[good=below],baseline/11,5,10,good,toward_bad,False
baseline[good=below],baseline/11,6,10,good,toward_good,False
baseline[good=below],baseline/11,7,10,good,toward_good,False
baseline[good=below],baseline/11,8,10,good,toward_bad,False
baseline[good=below],baseline/11,9,10,good,,True
baseline[good=above],baseline/12,0,18,good,toward_good,False
baseline[good=above],baseline/12,1,18,good,toward_bad,False
baseline[good=above],baseline/12,2,18,good,toward_bad,False
baseline[good=above],baseline/12,3,18,good,toward_good,False
baseline[good=above],baseline/12,4,18,good,toward_good,False
baseline[good=above],baseline/12,5,18,good,toward_good,False
baseline[good=above],baseline/12,6,18,good,toward_good,False
baseline[good=above],baseline/12,7,18,good,toward_bad,False
baseline[good=above],baseline/12,8,18,good,toward_good,False
baseline[good=above],baseline/12,9,18,good,toward_good,False
baseline[good=above],baseline/12,10,18,good,toward_good,False
baseline[good=above],baseline/12,11,18,good,toward_bad,False
baseline[good=above],baseline/12,12,18,good,toward_good,False
baseline[good=above],baseline/12,13,18,good,toward_bad,False
baseline[good=above],baseline/12,14,18,good,toward_bad,False
baseline[good=above],baseline/12,15,18,good,toward_good,False
baseline[good=above],baseline/12,16,18,good,toward_good,False
baseline[good=above],baseline/12,17,18,good,,True
baseline[good=below],baseline/12,0,18,bad,toward_bad,False
baseline[good=below],baseline/12,1,18,bad,toward_good,False
baseline[good=below],baseline/12,2,18,bad,toward_good,False
baseline[good=below],baseline/12,3,18,bad,toward_bad,False
baseline[good=below],baseline/12,4,18,bad,toward_bad,False
baseline[good=below],baseline/12,5,18,bad,toward_bad,False
baseline[good=below],baseline/12,6,18,bad,toward_bad,False
baseline[good=below],baseline/12,7,18,bad,toward_good,False
baseline[good=below],baseline/12,8,18,bad,toward_bad,False
baseline[good=below],baseline/12,9,18,bad,toward_bad,False
baseline[good=below],baseline/12,10,18,bad,toward_bad,False
baseline[good=below],baseline/12,11,18,bad,toward_good,False
baseline[good=below],baseline/12,12,18,bad,toward_bad,False
baseline[good=below],baseline/12,13,18,bad,toward_good,False
baseline[good=below],baseline/12,14,18,bad,toward_good,False
baseline[good=below],baseline/12,15,18,bad,toward_bad,False
baseline[good=below],baseline/12,16,18,bad,toward_bad,False
baseline[good=below],baseline/12,17,18,bad,,True
baseline[good=above],baseline/15,0,1,good,,True
baseline[good=below],baseline/15,0,1,bad,,True
baseline[good=above],baseline/16,0,3,bad,toward_good,False
baseline[good=above],baseline/16,1,3,bad,toward_bad,False
baseline[good=above],baseline/16,2,3,bad,,True
baseline[good=below],baseline/16,0,3,good,toward_bad,False
baseline[good=below],baseline/16,1,3,good,toward_good,False
baseline[good=below],baseline/16,2,3,good,,True
baseline[good=above],baseline/17,0,32,bad,toward_good,False
baseline[good=above],baseline/17,1,32,good,toward_bad,False
baseline[good=above],baseline/17,2,32,bad,toward_bad,False
baseline[good=above],baseline/17,3,32,bad,toward_bad,False
baseline[good=above],baseline/17,4,32,bad,toward_bad,False
baseline[good=above],baseline/17,5,32,bad,toward_bad,False
baseline[good=above],baseline/17,6,32,bad,toward_good,False
baseline[good=above],baseline/17,7,32,bad,toward_bad,False
baseline[good=above],baseline/17,8,32,bad,toward_good,False
baseline[good=above],baseline/17,9,32,bad,toward_bad,False
baseline[good=above],baseline/17,10,32,bad,toward_good,False
baseline[good=above],baseline/17,11,32,bad,toward_good,False
baseline[good=above],baseline/17,12,32,bad,toward_bad,False
baseline[good=above],baseline/17,13,32,bad,toward_good,False
baseline[good=above],baseline/17,14,32,bad,toward_good,False
baseline[good=above],baseline/17,15,32,bad,toward_bad,False
baseline[good=above],baseline/17,16,32,bad,toward_good,False
baseline[good=above],baseline/17,17,32,bad,toward_bad,False
baseline[good=above],baseline/17,18,32,bad,toward_good,False
baseline[good=above],baseline/17,19,32,bad,toward_bad,False
baseline[good=above],baseline/17,20,32,bad,toward_good,False
baseline[good=above],baseline/17,21,32,bad,toward_good,False
baseline[good=above],baseline/17,22,32,bad,toward_good,False
baseline[good=above],baseline/17,23,32,bad,toward_bad,False
baseline[good=above],baseline/17,24,32,bad,toward_good,False
baseline[good=above],baseline/17,25,32,bad,toward_bad,False
baseline[good=above],baseline/17,26,32,bad,toward_good,False
baseline[good=above],baseline/17,27,32,bad,toward_good,False
baseline[good=above],baseline/17,28,32,bad,toward_bad,False
baseline[good=above],baseline/17,29,32,bad,toward_good,False
baseline[good=above],baseline/17,30,32,bad,toward_bad,False
baseline[good=above],baseline/17,31,32,bad,,True
baseline[good=below],baseline/17,0,32,good,toward_bad,False
baseline[good=below],baseline/17,1,32,bad,toward_good,False
baseline[good=below],baseline/17,2,32,good,toward_good,False
baseline[good=below],baseline/17,3,32,good,toward_good,False
baseline[good=below],baseline/17,4,32,good,toward_good,False
baseline[good=below],baseline/17,5,32,good,toward_good,False
baseline[good=below],baseline/17,6,32,good,toward_bad,False
baseline[good=below],baseline/17,7,32,good,toward_good,False
baseline[good=below],baseline/17,8,32,good,toward_bad,False
baseline[good=below],baseline/17,9,32,good,toward_good,False
baseline[good=below],baseline/17,10,32,good,toward_bad,False
baseline[good=below],baseline/17,11,32,good,toward_bad,False
baseline[good=below],baseline/17,12,32,good,toward_good,False
baseline[good=below],baseline/17,13,32,good,toward_bad,False
baseline[good=below],baseline/17,14,32,good,toward_bad,False
baseline[good=below],baseline/17,15,32,good,toward_good,False
baseline[good=below],baseline/17,16,32,good,toward_bad,False
baseline[good=below],baseline/17,17,32,good,toward_good,False
baseline[good=below],baseline/17,18,32,good,toward_bad,False
baseline[good=below],baseline/17,19,32,good,toward_good,False
baseline[good=below],baseline/17,20,32,good,toward_bad,False
baseline[good=below],baseline/17,21,32,good,toward_bad,False
baseline[good=below],baseline/17,22,32,good,toward_bad,False
baseline[good=below],baseline/17,23,32,good,toward_good,False
baseline[good=below],baseline/17,24,32,good,toward_bad,False
baseline[good=below],baseline/17,25,32,good,toward_good,False
baseline[good=below],baseline/17,26,32,good,toward_bad,False
baseline[good=below],baseline/17,27,32,good,toward_bad,False
baseline[good=below],baseline/17,28,32,good,toward_good,False
baseline[good=below],baseline/17,29,32,good,toward_bad,False
baseline[good=below],baseline/17,30,32,good,toward_good,False
baseline[good=below],baseline/17,31,32,good,,True
baseline[good=above],baseline/20,0,10,bad,toward_bad,False
baseline[good=above],baseline/20,1,10,bad,toward_bad,False
baseline[good=above],baseline/20,2,10,bad,toward_good,False
baseline[good=above],baseline/20,3,10,bad,toward_bad,False
baseline[good=above],baseline/20,4,10,bad,toward_good,False
baseline[good=above],baseline/20,5,10,bad,toward_bad,False
baseline[good=above],baseline/20,6,10,bad,toward_good,False
baseline[good=above],baseline/20,7,10,bad,toward_good,False
baseline[good=above],baseline/20,8,10,bad,toward_good,False
baseline[good=above],baseline/20,9,10,bad,,True
baseline[good=below],baseline/20,0,10,good,toward_good,False
baseline[good=below],baseline/20,1,10,good,toward_good,False
baseline[good=below],baseline/20,2,10,good,toward_bad,False
baseline[good=below],baseline/20,3,10,good,toward_good,False
baseline[good=below],baseline/20,4,10,good,toward_bad,False
baseline[good=below],baseline/20,5,10,good,toward_good,False
baseline[good=below],baseline/20,6,10,good,toward_bad,False
baseline[good=below],baseline/20,7,10,good,toward_bad,False
baseline[good=below],baseline/20,8,10,good,toward_bad,False
baseline[good=below],baseline/20,9,10,good,,True
baseline[good=above],baseline/21,0,4,good,toward_bad,False
baseline[good=above],baseline/21,1,4,good,toward_good,False
baseline[good=above],baseline/21,2,4,good,toward_good,False
baseline[good=above],baseline/21,3,4,good,,True
baseline[good=below],baseline/21,0,4,bad,toward_good,False
baseline[good=below],baseline/21,1,4,bad,toward_bad,False
baseline[good=below],baseline/21,2,4,bad,toward_bad,False
baseline[good=below],baseline/21,3,4,bad,,True
baseline[good=above],baseline/22,0,11,good,toward_good,False
baseline[good=above],baseline/22,1,11,good,toward_bad,False
baseline[good=above],baseline/22,2,11,good,toward_bad,False
baseline[good=above],baseline/22,3,11,good,toward_bad,False
baseline[good=above],baseline/22,4,11,good,toward_good,False
baseline[good=above],baseline/22,5,11,good,toward_good,False
baseline[good=above],baseline/22,6,11,good,toward_bad,False
baseline[good=above],baseline/22,7,11,good,toward_good,False
baseline[good=above],baseline/22,8,11,good,toward_bad,False
baseline[good=above],baseline/22,9,11,good,toward_good,False
baseline[good=above],baseline/22,10,11,good,,True
baseline[good=below],baseline/22,0,11,bad,toward_bad,False
baseline[good=below],baseline/22,1,11,bad,toward_good,False
baseline[good=below],baseline/22,2,11,bad,toward_good,False
baseline[good=below],baseline/22,3,11,bad,toward_good,False
baseline[good=below],baseline/22,4,11,bad,toward_bad,False
baseline[good=below],baseline/22,5,11,bad,toward_bad,False
baseline[good=below],baseline/22,6,11,bad,toward_good,False
baseline[good=below],baseline/22,7,11,bad,toward_bad,False
baseline[good=below],baseline/22,8,11,bad,toward_good,False
baseline[good=below],baseline/22,9,11,bad,toward_bad,False
baseline[good=below],baseline/22,10,11,bad,,True
baseline[good=above],baseline/24,0,13,good,toward_good,False
baseline[good=above],baseline/24,1,13,good,toward_bad,False
baseline[good=above],baseline/24,2,13,good,toward_good,False
baseline[good=above],baseline/24,3,13,good,toward_good,False
baseline[good=above],baseline/24,4,13,good,toward_bad,False
baseline[good=above],baseline/24,5,13,good,toward_good,False
baseline[good=above],baseline/24,6,13,good,toward_good,False
baseline[good=above],baseline/24,7,13,good,toward_bad,False
baseline[good=above],baseline/24,8,13,good,toward_good,False
baseline[good=above],baseline/24,9,13,good,toward_bad,False
baseline[good=above],baseline/24,10,13,good,toward_good,False
baseline[good=above],baseline/24,11,13,good,toward_bad,False
baseline[good=above],baseline/24,12,13,good,,True
baseline[good=below],baseline/24,0,13,bad,toward_bad,False
baseline[good=below],baseline/24,1,13,bad,toward_good,False
baseline[good=below],baseline/24,2,13,bad,toward_bad,False
baseline[good=below],baseline/24,3,13,bad,toward_bad,False
baseline[good=below],baseline/24,4,13,bad,toward_good,False
baseline[good=below],baseline/24,5,13,bad,toward_bad,False
baseline[good=below],baseline/24,6,13,bad,toward_bad,False
baseline[good=below],baseline/24,7,13,bad,toward_good,False
baseline[good=below],baseline/24,8,13,bad,toward_bad,False
baseline[good=below],baseline/24,9,13,bad,toward_good,False
baseline[good=below],baseline/24,10,13,bad,toward_bad,False
baseline[good=below],baseline/24,11,13,bad,toward_good,False
baseline[good=below],baseline/24,12,13,bad,,True
baseline[good=above],baseline/25,0,21,good,toward_good,False
baseline[good=above],baseline/25,1,21,good,toward_bad,False
baseline[good=above],baseline/25,2,21,good,toward_good,False
baseline[good=above],baseline/25,3,21,good,toward_bad,False
baseline[good=above],baseline/25,4,21,bad,toward_good,False
baseline[good=above],baseline/25,5,21,bad,toward_good,False
baseline[good=above],baseline/25,6,21,bad,toward_good,False
baseline[good=above],baseline/25,7,21,good,toward_good,False
baseline[good=above],baseline/25,8,21,good,toward_bad,False
baseline[good=above],baseline/25,9,21,bad,toward_good,False
baseline[good=above],baseline/25,10,21,bad,toward_bad,False
baseline[good=above],baseline/25,11,21,bad,toward_bad,False
baseline[good=above],baseline/25,12,21,bad,toward_bad,False
baseline[good=above],baseline/25,13,21,bad,toward_good,False
baseline[good=above],baseline/25,14,21,bad,toward_bad,False
baseline[good=above],baseline/25,15,21,bad,toward_good,False
baseline[good=above],baseline/25,16,21,bad,toward_bad,False
baseline[good=above],baseline/25,17,21,bad,toward_good,False
baseline[good=above],baseline/25,18,21,bad,toward_good,False
baseline[good=above],baseline/25,19,21,bad,toward_good,False
baseline[good=above],baseline/25,20,21,bad,,True
baseline[good=below],baseline/25,0,21,bad,toward_bad,False
baseline[good=below],baseline/25,1,21,bad,toward_good,False
baseline[good=below],baseline/25,2,21,bad,toward_bad,False
baseline[good=below],baseline/25,3,21,bad,toward_good,False
baseline[good=below],baseline/25,4,21,good,toward_bad,False
baseline[good=below],baseline/25,5,21,good,toward_bad,False
baseline[good=below],baseline/25,6,21,good,toward_bad,False
baseline[good=below],baseline/25,7,21,bad,toward_bad,False
baseline[good=below],baseline/25,8,21,bad,toward_good,False
baseline[good=below],baseline/25,9,21,good,toward_bad,False
baseline[good=below],baseline/25,10,21,good,toward_good,False
baseline[good=below],baseline/25,11,21,good,toward_good,False
baseline[good=below],baseline/25,12,21,good,toward_good,False
baseline[good=below],baseline/25,13,21,good,toward_bad,False
baseline[good=below],baseline/25,14,21,good,toward_good,False
baseline[good=below],baseline/25,15,21,good,toward_bad,False
baseline[good=below],baseline/25,16,21,good,toward_good,False
baseline[good=below],baseline/25,17,21,good,toward_bad,False
baseline[good=below],baseline/25,18,21,good,toward_bad,False
baseline[good=below],baseline/25,19,21,good,toward_bad,False
baseline[good=below],baseline/25,20,21,good,,True
baseline[good=above],baseline/26,0,1,good,,True
baseline[good=below],baseline/26,0,1,bad,,True
baseline[good=above],baseline/28,0,29,bad,toward_bad,False
baseline[good=above],baseline/28,1,29,bad,toward_good,False
baseline[good=above],baseline/28,2,29,bad,toward_bad,False
baseline[good=above],baseline/28,3,29,bad,toward_good,False
baseline[good=above],baseline/28,4,29,bad,toward_good,False
baseline[good=above],baseline/28,5,29,bad,toward_bad,False
baseline[good=above],baseline/28,6,29,bad,toward_good,False
baseline[good=above],baseline/28,7,29,bad,toward_bad,False
baseline[good=above],baseline/28,8,29,bad,toward_good,False
baseline[good=above],baseline/28,9,29,bad,toward_bad,False
baseline[good=above],baseline/28,10,29,bad,toward_bad,False
baseline[good=above],baseline/28,11,29,bad,toward_good,False
baseline[good=above],baseline/28,12,29,bad,toward_bad,False
baseline[good=above],baseline/28,13,29,bad,toward_good,False
baseline[good=above],baseline/28,14,29,bad,toward_bad,False
baseline[good=above],baseline/28,15,29,bad,toward_good,False
baseline[good=above],baseline/28,16,29,bad,toward_bad,False
baseline[good=above],baseline/28,17,29,bad,toward_bad,False
baseline[good=above],baseline/28,18,29,bad,toward_good,False
baseline[good=above],baseline/28,19,29,bad,toward_good,False
baseline[good=above],baseline/28,20,29,bad,toward_bad,False
baseline[good=above],baseline/28,21,29,bad,toward_bad,False
baseline[good=above],baseline/28,22,29,bad,toward_good,False
baseline[good=above],baseline/28,23,29,bad,toward_bad,False
baseline[good=above],baseline/28,24,29,bad,toward_good,False
baseline[good=above],baseline/28,25,29,bad,toward_bad,False
baseline[good=above],baseline/28,26,29,bad,toward_good,False
baseline[good=above],baseline/28,27,29,bad,toward_bad,False
baseline[good=above],baseline/28,28,29,bad,,True
baseline[good=below],baseline/28,0,29,good,toward_good,False
baseline[good=below],baseline/28,1,29,good,toward_bad,False
baseline[good=below],baseline/28,2,29,good,toward_good,False
baseline[good=below],baseline/28,3,29,good,toward_bad,False
baseline[good=below],baseline/28,4,29,good,toward_bad,False
baseline[good=below],baseline/28,5,29,good,toward_good,False
baseline[good=below],baseline/28,6,29,good,toward_bad,False
baseline[good=below],baseline/28,7,29,good,toward_good,False
baseline[good=below],baseline/28,8,29,good,toward_bad,False
baseline[good=below],baseline/28,9,29,good,toward_good,False
baseline[good=below],baseline/28,10,29,good,toward_good,False
baseline[good=below],baseline/28,11,29,good,toward_bad,False
baseline[good=below],baseline/28,12,29,good,toward_good,False
baseline[good=below],baseline/28,13,29,good,toward_bad,False
baseline[good=below],baseline/28,14,29,good,toward_good,False
baseline[good=below],baseline/28,15,29,good,toward_bad,False
baseline[good=below],baseline/28,16,29,good,toward_good,False
baseline[good=below],baseline/28,17,29,good,toward_good,False
baseline[good=below],baseline/28,18,29,good,toward_bad,False
baseline[good=below],baseline/28,19,29,good,toward_bad,False
baseline[good=below],baseline/28,20,29,good,toward_good,False
baseline[good=below],baseline/28,21,29,good,toward_good,False
baseline[good=below],baseline/28,22,29,good,toward_bad,False
baseline[good=below],baseline/28,23,29,good,toward_good,False
baseline[good=below],baseline/28,24,29,good,toward_bad,False
baseline[good=below],baseline/28,25,29,good,toward_good,False
baseline[good=below],baseline/28,26,29,good,toward_bad,False
baseline[good=below],baseline/28,27,29,good,toward_good,False
baseline[good=below],baseline/28,28,29,good,,True
baseline[good=above],baseline/29,0,18,good,toward_bad,False
baseline[good=above],baseline/29,1,18,bad,toward_good,False
baseline[good=above],baseline/29,2,18,good,toward_bad,False
baseline[good=above],baseline/29,3,18,good,toward_good,False
baseline[good=above],baseline/29,4,18,good,toward_good,False
baseline[good=above],baseline/29,5,18,good,toward_good,False
baseline[good=above],baseline/29,6,18,good,toward_good,False
baseline[good=above],baseline/29,7,18,good,toward_bad,False
baseline[good=above],baseline/29,8,18,good,toward_good,False
baseline[good=above],baseline/29,9,18,good,toward_bad,False
baseline[good=above],baseline/29,10,18,good,toward_good,False
baseline[good=above],baseline/29,11,18,good,toward_good,False
baseline[good=above],baseline/29,12,18,good,toward_bad,False
baseline[good=above],baseline/29,13,18,good,toward_bad,False
baseline[good=above],baseline/29,14,18,good,toward_good,False
baseline[good=above],baseline/29,15,18,good,toward_bad,False
baseline[good=above],baseline/29,16,18,good,toward_bad,False
baseline[good=above],baseline/29,17,18,good,,True
baseline[good=below],baseline/29,0,18,bad,toward_good,False
baseline[good=below],baseline/29,1,18,good,toward_bad,False
baseline[good=below],baseline/29,2,18,bad,toward_good,False
baseline[good=below],baseline/29,3,18,bad,toward_bad,False
baseline[good=below],baseline/29,4,18,bad,toward_bad,False
