group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/2,1,20,bad,toward_good,False
baseline[good=above],baseline/2,2,20,bad,toward_good,False
baseline[good=above],baseline/2,3,20,bad,toward_bad,False
baseline[good=above],baseline/2,4,20,bad,toward_bad,False
baseline[good=above],baseline/2,5,20,bad,toward_bad,False
baseline[good=above],baseline/2,6,20,bad,toward_good,False
baseline[good=above],baseline/2,7,20,bad,toward_bad,False
baseline[good=above],baseline/2,8,20,bad,toward_bad,False
baseline[good=above],baseline/2,9,20,bad,toward_good,False
baseline[good=above],baseline/2,10,20,bad,toward_bad,False
baseline[good=above],baseline/2,11,20,bad,toward_good,False
baseline[good=above],baseline/2,12,20,bad,toward_good,False
baseline[good=above],baseline/2,13,20,bad,toward_bad,False
baseline[good=above],baseline/2,14,20,bad,toward_good,False
baseline[good=above],baseline/2,15,20,bad,toward_bad,False
baseline[good=above],baseline/2,16,20,bad,toward_good,False
baseline[good=above],baseline/2,17,20,bad,toward_good,False
baseline[good=above],baseline/2,18,20,bad,toward_bad,False
baseline[good=above],baseline/2,19,20,bad,,True
baseline[good=below],baseline/2,0,20,good,toward_good,False
baseline[good=below],baseline/2,1,20,good,toward_bad,False
baseline[good=below],baseline/2,2,20,good,toward_bad,False
baseline[good=below],baseline/2,3,20,good,toward_good,False
baseline[good=below],baseline/2,4,20,good,toward_good,False
baseline[good=below],baseline/2,5,20,good,toward_good,False
baseline[good=below],baseline/2,6,20,good,toward_bad,False
baseline[good=below],baseline/2,7,20,good,toward_good,False
baseline[good=below],baseline/2,8,20,good,toward_good,False
baseline[good=below],baseline/2,9,20,good,toward_bad,False
baseline[good=below],baseline/2,10,20,good,toward_good,False
baseline[good=below],baseline/2,11,20,good,toward_bad,False
baseline[good=below],baseline/2,12,20,good,toward_bad,False
baseline[good=below],baseline/2,13,20,good,toward_good,False
baseline[good=below],baseline/2,14,20,good,toward_bad,False
baseline[good=below],baseline/2,15,20,good,toward_good,False
baseline[good=below],baseline/2,16,20,good,toward_bad,False
baseline[good=below],baseline/2,17,20,good,toward_bad,False
baseline[good=below],baseline/2,18,20,good,toward_good,False
baseline[good=below],baseline/2,19,20,good,,True
baseline[good=above],baseline/4,0,1,bad,,True
baseline[good=below],baseline/4,0,1,good,,True
baseline[good=above],baseline/5,0,21,bad,toward_bad,False
baseline[good=above],baseline/5,1,21,bad,toward_bad,False
baseline[good=above],baseline/5,2,21,bad,toward_bad,False
baseline[good=above],baseline/5,3,21,bad,toward_good,False
baseline[good=above],baseline/5,4,21,bad,toward_good,False
baseline[good=above],baseline/5,5,21,bad,toward_good,False
baseline[good=above],baseline/5,6,21,bad,toward_good,False
baseline[good=above],baseline/5,7,21,bad,toward_bad,False
baseline[good=above],baseline/5,8,21,bad,toward_good,False
baseline[good=above],baseline/5,9,21,bad,toward_bad,False
baseline[good=above],baseline/5,10,21,bad,toward_good,False
baseline[good=above],baseline/5,11,21,bad,toward_good,False
baseline[good=above],baseline/5,12,21,bad,toward_bad,False
baseline[good=above],baseline/5,13,21,bad,toward_bad,False
baseline[good=above],baseline/5,14,21,bad,toward_good,False
baseline[good=above],baseline/5,15,21,bad,toward_bad,False
baseline[good=above],baseline/5,16,21,bad,toward_bad,False
baseline[good=above],baseline/5,17,21,bad,toward_bad,False
baseline[good=above],baseline/5,18,21,bad,toward_good,False
baseline[good=above],baseline/5,19,21,bad,toward_bad,False
baseline[good=above],baseline/5,20,21,bad,,True
baseline[good=below],baseline/5,0,21,good,toward_good,False
baseline[good=below],baseline/5,1,21,good,toward_good,False
baseline[good=below],baseline/5,2,21,good,toward_good,False
baseline[good=below],baseline/5,3,21,good,toward_bad,False
baseline[good=below],baseline/5,4,21,good,toward_bad,False
baseline[good=below],baseline/5,5,21,good,toward_bad,False
baseline[good=below],baseline/5,6,21,good,toward_bad,False
baseline[good=below],baseline/5,7,21,good,toward_good,False
baseline[good=below],baseline/5,8,21,good,toward_bad,False
baseline[good=below],baseline/5,9,21,good,toward_good,False
baseline[good=below],baseline/5,10,21,good,toward_bad,False
baseline[good=below],baseline/5,11,21,good,toward_bad,False
baseline[good=below],baseline/5,12,21,good,toward_good,False
baseline[good=below],baseline/5,13,21,good,toward_good,False
baseline[good=below],baseline/5,14,21,good,toward_bad,False
baseline[good=below],baseline/5,15,21,good,toward_good,False
baseline[good=below],baseline/5,16,21,good,toward_good,False
baseline[good=below],baseline/5,17,21,good,toward_good,False
baseline[good=below],baseline/5,18,21,good,toward_bad,False
baseline[good=below],baseline/5,19,21,good,toward_good,False
baseline[good=below],baseline/5,20,21,good,,True
baseline[good=above],baseline/6,0,38,bad,toward_good,False
baseline[good=above],baseline/6,1,38,bad,toward_bad,False
baseline[good=above],baseline/6,2,38,bad,toward_bad,False
baseline[good=above],baseline/6,3,38,bad,toward_good,False
baseline[good=above],baseline/6,4,38,bad,toward_bad,False
baseline[good=above],baseline/6,5,38,bad,toward_bad,False
baseline[good=above],baseline/6,6,38,bad,toward_bad,False
baseline[good=above],baseline/6,7,38,bad,toward_good,False
baseline[good=above],baseline/6,8,38,bad,toward_bad,False
baseline[good=above],baseline/6,9,38,bad,toward_bad,False
baseline[good=above],baseline/6,10,38,bad,toward_good,False
baseline[good=above],baseline/6,11,38,bad,toward_bad,False
baseline[good=above],baseline/6,12,38,bad,toward_bad,False
baseline[good=above],baseline/6,13,38,bad,toward_good,False
baseline[good=above],baseline/6,14,38,bad,toward_good,False
baseline[good=above],baseline/6,15,38,bad,toward_good,False
baseline[good=above],baseline/6,16,38,bad,toward_bad,False
baseline[good=above],baseline/6,17,38,bad,toward_good,False
baseline[good=above],baseline/6,18,38,bad,toward_bad,False
baseline[good=above],baseline/6,19,38,bad,toward_good,False
baseline[good=above],baseline/6,20,38,bad,toward_good,False
baseline[good=above],baseline/6,21,38,bad,toward_bad,False
baseline[good=above],baseline/6,22,38,bad,toward_bad,False
baseline[good=above],baseline/6,23,38,bad,toward_good,False
baseline[good=above],baseline/6,24,38,bad,toward_bad,False
baseline[good=above],baseline/6,25,38,bad,toward_bad,False
baseline[good=above],baseline/6,26,38,bad,same,False
baseline[good=above],baseline/6,27,38,bad,toward_bad,False
baseline[good=above],baseline/6,28,38,bad,toward_bad,False
baseline[good=above],baseline/6,29,38,bad,toward_good,False
baseline[good=above],baseline/6,30,38,bad,toward_bad,False
baseline[good=above],baseline/6,31,38,bad,toward_good,False
baseline[good=above],baseline/6,32,38,bad,toward_bad,False
baseline[good=above],baseline/6,33,38,bad,toward_good,False
baseline[good=above],baseline/6,34,38,bad,toward_good,False
baseline[good=above],baseline/6,35,38,bad,toward_bad,False
baseline[good=above],baseline/6,36,38,bad,toward_bad,False
baseline[good=above],baseline/6,37,38,bad,,True
baseline[good=below],baseline/6,0,38,good,toward_bad,False
baseline[good=below],baseline/6,1,38,good,toward_good,False
baseline[good=below],baseline/6,2,38,good,toward_good,False
baseline[good=below],baseline/6,3,38,good,toward_bad,False
baseline[good=below],baseline/6,4,38,good,toward_good,False
baseline[good=below],baseline/6,5,38,good,toward_good,False
baseline[good=below],baseline/6,6,38,good,toward_good,False
baseline[good=below],baseline/6,7,38,good,toward_bad,False
baseline[good=below],baseline/6,8,38,good,toward_good,False
baseline[good=below],baseline/6,9,38,good,toward_good,False
baseline[good=below],baseline/6,10,38,good,toward_bad,False
baseline[good=below],baseline/6,11,38,good,toward_good,False
baseline[good=below],baseline/6,12,38,good,toward_good,False
baseline[good=below],baseline/6,13,38,good,toward_bad,False
baseline[good=below],baseline/6,14,38,good,toward_bad,False
baseline[good=below],baseline/6,15,38,good,toward_bad,False
baseline[good=below],baseline/6,16,38,good,toward_good,False
baseline[good=below],baseline/6,17,38,good,toward_bad,False
baseline[good=below],baseline/6,18,38,good,toward_good,False
baseline[good=below],baseline/6,19,38,good,toward_bad,False
baseline[good=below],baseline/6,20,38,good,toward_bad,False
baseline[good=below],baseline/6,21,38,good,toward_good,False
baseline[good=below],baseline/6,22,38,good,toward_good,False
baseline[good=below],baseline/6,23,38,good,toward_bad,False
baseline[good=below],baseline/6,24,38,good,toward_good,False
baseline[good=below],baseline/6,25,38,good,toward_good,False
baseline[good=below],baseline/6,26,38,good,same,False
baseline[good=below],baseline/6,27,38,good,toward_good,False
baseline[good=below],baseline/6,28,38,good,toward_good,False
baseline[good=below],baseline/6,29,38,good,toward_bad,False
baseline[good=below],baseline/6,30,38,good,toward_good,False
baseline[good=below],baseline/6,31,38,good,toward_bad,False
baseline[good=below],baseline/6,32,38,good,toward_good,False
baseline[good=below],baseline/6,33,38,good,toward_bad,False
baseline[good=below],baseline/6,34,38,good,toward_bad,False
baseline[good=below],baseline/6,35,38,good,toward_good,False
baseline[good=below],baseline/6,36,38,good,toward_good,False
baseline[good=below],baseline/6,37,38,good,,True
baseline[good=above],baseline/7,0,10,bad,toward_good,False
baseline[good=above],baseline/7,1,10,bad,toward_bad,False
baseline[good=above],baseline/7,2,10,bad,toward_good,False
baseline[good=above],baseline/7,3,10,bad,toward_bad,False
baseline[good=above],baseline/7,4,10,bad,toward_bad,False
baseline[good=above],baseline/7,5,10,bad,toward_good,False
baseline[good=above],baseline/7,6,10,bad,same,False
baseline[good=above],baseline/7,7,10,bad,toward_bad,False
baseline[good=above],baseline/7,8,10,bad,toward_good,False
baseline[good=above],baseline/7,9,10,bad,,True
baseline[good=below],baseline/7,0,10,good,toward_bad,False
baseline[good=below],baseline/7,1,10,good,toward_good,False
baseline[good=below],baseline/7,2,10,good,toward_bad,False
baseline[good=below],baseline/7,3,10,good,toward_good,False
baseline[good=below],baseline/7,4,10,good,toward_good,False
baseline[good=below],baseline/7,5,10,good,toward_bad,False
baseline[good=below],baseline/7,6,10,good,same,False
baseline[good=below],baseline/7,7,10,good,toward_good,False
baseline[good=below],baseline/7,8,10,good,toward_bad,False
baseline[good=below],baseline/7,9,10,good,,True
baseline[good=above],baseline/8,0,2,bad,toward_bad,False
baseline[good=above],baseline/8,1,2,bad,,True
baseline[good=below],baseline/8,0,2,good,toward_good,False
baseline[good=below],baseline/8,1,2,good,,True
baseline[good=above],baseline/9,0,12,good,toward_bad,False
baseline[good=above],baseline/9,1,12,bad,toward_good,False
baseline[good=above],baseline/9,2,12,good,toward_bad,False
baseline[good=above],baseline/9,3,12,good,toward_bad,False
baseline[good=above],baseline/9,4,12,good,toward_good,False
baseline[good=above],baseline/9,5,12,good,toward_bad,False
baseline[good=above],baseline/9,6,12,good,toward_good,False
baseline[good=above],baseline/9,7,12,good,toward_bad,False
baseline[good=above],baseline/9,8,12,good,toward_good,False
baseline[good=above],baseline/9,9,12,good,toward_good,False
baseline[good=above],baseline/9,10,12,good,toward_bad,False
baseline[good=above],baseline/9,11,12,good,,True
baseline[good=below],baseline/9,0,12,bad,toward_good,False
baseline[good=below],baseline/9,1,12,good,toward_bad,False
baseline[good=below],baseline/9,2,12,bad,toward_good,False
baseline[good=below],baseline/9,3,12,bad,toward_good,False
baseline[good=below],baseline/9,4,12,bad,toward_bad,False
baseline[good=below],baseline/9,5,12,bad,toward_good,False
baseline[good=below],baseline/9,6,12,bad,toward_bad,False
baseline[good=below],baseline/9,7,12,bad,toward_good,False
baseline[good=below],baseline/9,8,12,bad,toward_bad,False
baseline[good=below],baseline/9,9,12,bad,toward_bad,False
baseline[good=below],baseline/9,10,12,bad,toward_good,False
baseline[good=below],baseline/9,11,12,bad,,True
baseline[good=above],baseline/10,0,21,good,toward_good,False
baseline[good=above],baseline/10,1,21,good,toward_good,False
baseline[good=above],baseline/10,2,21,good,toward_bad,False
baseline[good=above],baseline/10,3,21,good,toward_good,False
baseline[good=above],baseline/10,4,21,good,toward_good,False
baseline[good=above],baseline/10,5,21,good,toward_bad,False
baseline[good=above],baseline/10,6,21,good,toward_good,False
baseline[good=above],baseline/10,7,21,good,toward_bad,False
baseline[good=above],baseline/10,8,21,good,toward_good,False
baseline[good=above],baseline/10,9,21,good,toward_good,False
baseline[good=above],baseline/10,10,21,good,toward_bad,False
baseline[good=above],baseline/10,11,21,good,toward_good,False
baseline[good=above],baseline/10,12,21,good,toward_bad,False
baseline[good=above],baseline/10,13,21,good,toward_good,False
baseline[good=above],baseline/10,14,21,good,same,False
baseline[good=above],baseline/10,15,21,good,toward_bad,False
baseline[good=above],baseline/10,16,21,good,toward_bad,False
baseline[good=above],baseline/10,17,21,good,toward_good,False
baseline[good=above],baseline/10,18,21,good,toward_good,False
baseline[good=above],baseline/10,19,21,good,toward_bad,False
baseline[good=above],baseline/10,20,21,good,,True
baseline[good=below],baseline/10,0,21,bad,toward_bad,False
baseline[good=below],baseline/10,1,21,bad,toward_bad,False
baseline[good=below],baseline/10,2,21,bad,toward_good,False
baseline[good=below],baseline/10,3,21,bad,toward_bad,False
baseline[good=below],baseline/10,4,21,bad,toward_bad,False
baseline[good=below],baseline/10,5,21,bad,toward_good,False
baseline[good=below],baseline/10,6,21,bad,toward_bad,False
baseline[good=below],baseline/10,7,21,bad,toward_good,False
baseline[good=below],baseline/10,8,21,bad,toward_bad,False
baseline[good=below],baseline/10,9,21,bad,toward_bad,False
baseline[good=below],baseline/10,10,21,bad,toward_good,False
baseline[good=below],baseline/10,11,21,bad,toward_bad,False
baseline[good=below],baseline/10,12,21,bad,toward_good,False
baseline[good=below],baseline/10,13,21,bad,toward_bad,False
baseline[good=below],baseline/10,14,21,bad,same,False
baseline[good=below],baseline/10,15,21,bad,toward_good,False
baseline[good=below],baseline/10,16,21,bad,toward_good,False
baseline[good=below],baseline/10,17,21,bad,toward_bad,False
baseline[good=below],baseline/10,18,21,bad,toward_bad,False
baseline[good=below],baseline/10,19,21,bad,toward_good,False
baseline[good=below],baseline/10,20,21,bad,,True
baseline[good=above],baseline/12,0,22,good,toward_good,False
baseline[good=above],baseline/12,1,22,good,toward_good,False
baseline[good=above],baseline/12,2,22,good,toward_bad,False
baseline[good=above],baseline/12,3,22,good,toward_bad,False
baseline[good=above],baseline/12,4,22,good,toward_good,False
baseline[good=above],baseline/12,5,22,good,toward_bad,False
baseline[good=above],baseline/12,6,22,good,toward_bad,False
baseline[good=above],baseline/12,7,22,good,toward_good,False
baseline[good=above],baseline/12,8,22,good,toward_good,False
baseline[good=above],baseline/12,9,22,good,toward_bad,False
baseline[good=above],baseline/12,10,22,good,toward_bad,False
baseline[good=above],baseline/12,11,22,good,toward_good,False
baseline[good=above],baseline/12,12,22,good,toward_bad,False
baseline[good=above],baseline/12,13,22,good,toward_good,False
baseline[good=above],baseline/12,14,22,good,toward_good,False
baseline[good=above],baseline/12,15,22,good,toward_bad,False
baseline[good=above],baseline/12,16,22,good,toward_good,False
baseline[good=above],baseline/12,17,22,good,toward_good,False
baseline[good=above],baseline/12,18,22,good,toward_bad,False
baseline[good=above],baseline/12,19,22,good,toward_good,False
baseline[good=above],baseline/12,20,22,good,toward_bad,False
baseline[good=above],baseline/12,21,22,good,,True
baseline[good=below],baseline/12,0,22,bad,toward_bad,False
baseline[good=below],baseline/12,1,22,bad,toward_bad,False
baseline[good=below],baseline/12,2,22,bad,toward_good,False
baseline[good=below],baseline/12,3,22,bad,toward_good,False
baseline[good=below],baseline/12,4,22,bad,toward_bad,False
baseline[good=below],baseline/12,5,22,bad,toward_good,False
baseline[good=below],baseline/12,6,22,bad,toward_good,False
baseline[good=below],baseline/12,7,22,bad,toward_bad,False
baseline[good=below],baseline/12,8,22,bad,toward_bad,False
baseline[good=below],baseline/12,9,22,bad,toward_good,False
baseline[good=below],baseline/12,10,22,bad,toward_good,False
baseline[good=below],baseline/12,11,22,bad,toward_bad,False
baseline[good=below],baseline/12,12,22,bad,toward_good,False
baseline[good=below],baseline/12,13,22,bad,toward_bad,False
baseline[good=below],baseline/12,14,22,bad,toward_bad,False
baseline[good=below],baseline/12,15,22,bad,toward_good,False
baseline[good=below],baseline/12,16,22,bad,toward_bad,False
baseline[good=below],baseline/12,17,22,bad,toward_bad,False
baseline[good=below],baseline/12,18,22,bad,toward_good,False
baseline[good=below],baseline/12,19,22,bad,toward_bad,False
baseline[good=below],baseline/12,20,22,bad,toward_good,False
baseline[good=below],baseline/12,21,22,bad,,True
baseline[good=above],baseline/13,0,23,bad,toward_bad,False
baseline[good=above],baseline/13,1,23,bad,toward_good,False
baseline[good=above],baseline/13,2,23,bad,toward_bad,False
baseline[good=above],baseline/13,3,23,bad,toward_good,False
baseline[good=above],baseline/13,4,23,bad,toward_bad,False
baseline[good=above],baseline/13,5,23,bad,toward_good,False
baseline[good=above],baseline/13,6,23,bad,toward_good,False
baseline[good=above],baseline/13,7,23,bad,toward_bad,False
baseline[good=above],baseline/13,8,23,bad,toward_good,False
baseline[good=above],baseline/13,9,23,bad,toward_bad,False
baseline[good=above],baseline/13,10,23,bad,toward_bad,False
baseline[good=above],baseline/13,11,23,bad,toward_good,False
baseline[good=above],baseline/13,12,23,bad,toward_good,False
baseline[good=above],baseline/13,13,23,bad,toward_bad,False
baseline[good=above],baseline/13,14,23,bad,toward_good,False
baseline[good=above],baseline/13,15,23,bad,toward_bad,False
baseline[good=above],baseline/13,16,23,bad,toward_good,False
baseline[good=above],baseline/13,17,23,bad,toward_bad,False
baseline[good=above],baseline/13,18,23,bad,toward_good,False
baseline[good=above],baseline/13,19,23,bad,toward_good,False
baseline[good=above],baseline/13,20,23,bad,toward_bad,False
baseline[good=above],baseline/13,21,23,bad,toward_bad,False
baseline[good=above],baseline/13,22,23,bad,,True
baseline[good=below],baseline/13,0,23,good,toward_good,False
baseline[good=below],baseline/13,1,23,good,toward_bad,False
baseline[good=below],baseline/13,2,23,good,toward_good,False
baseline[good=below],baseline/13,3,23,good,toward_bad,False
baseline[good=below],baseline/13,4,23,good,toward_good,False
baseline[good=below],baseline/13,5,23,good,toward_bad,False
baseline[good=below],baseline/13,6,23,good,toward_bad,False
baseline[good=below],baseline/13,7,23,good,toward_good,False
baseline[good=below],baseline/13,8,23,good,toward_bad,False
baseline[good=below],baseline/13,9,23,good,toward_good,False
baseline[good=below],baseline/13,10,23,good,toward_good,False
baseline[good=below],baseline/13,11,23,good,toward_bad,False
baseline[good=below],baseline/13,12,23,good,toward_bad,False
baseline[good=below],baseline/13,13,23,good,toward_good,False
baseline[good=below],baseline/13,14,23,good,toward_bad,False
baseline[good=below],baseline/13,15,23,good,toward_good,False
baseline[good=below],baseline/13,16,23,good,toward_bad,False
baseline[good=below],baseline/13,17,23,good,toward_good,False
baseline[good=below],baseline/13,18,23,good,toward_bad,False
baseline[good=below],baseline/13,19,23,good,toward_bad,False
baseline[good=below],baseline/13,20,23,good,toward_good,False
baseline[good=below],baseline/13,21,23,good,toward_good,False
baseline[good=below],baseline/13,22,23,good,,True
baseline[good=above],baseline/14,0,21,bad,toward_good,False
baseline[good=above],baseline/14,1,21,bad,toward_bad,False
baseline[good=above],baseline/14,2,21,bad,toward_good,False
baseline[good=above],baseline/14,3,21,bad,toward_bad,False
baseline[good=above],baseline/14,4,21,bad,toward_bad,False
baseline[good=above],baseline/14,5,21,bad,toward_good,False
baseline[good=above],baseline/14,6,21,bad,toward_good,False
baseline[good=above],baseline/14,7,21,bad,toward_bad,False
baseline[good=above],baseline/14,8,21,bad,toward_good,False
baseline[good=above],baseline/14,9,21,bad,toward_bad,False
baseline[good=above],baseline/14,10,21,bad,toward_good,False
baseline[good=above],baseline/14,11,21,bad,toward_bad,False
baseline[good=above],baseline/14,12,21,bad,toward_bad,False
baseline[good=above],baseline/14,13,21,bad,toward_good,False
baseline[good=above],baseline/14,14,21,bad,toward_good,False
baseline[good=above],baseline/14,15,21,bad,toward_bad,False
baseline[good=above],baseline/14,16,21,bad,toward_bad,False
baseline[good=above],baseline/14,17,21,bad,toward_good,False
baseline[good=above],baseline/14,18,21,bad,toward_good,False
baseline[good=above],baseline/14,19,21,bad,toward_bad,False
baseline[good=above],baseline/14,20,21,bad,,True
baseline[good=below],baseline/14,0,21,good,toward_bad,False
baseline[good=below],baseline/14,1,21,good,toward_good,False
baseline[good=below],baseline/14,2,21,good,toward_bad,False
baseline[good=below],baseline/14,3,21,good,toward_good,False
baseline[good=below],baseline/14,4,21,good,toward_good,False
baseline[good=below],baseline/14,5,21,good,toward_bad,False
baseline[good=below],baseline/14,6,21,good,toward_bad,False
baseline[good=below],baseline/14,7,21,good,toward_good,False
baseline[good=below],baseline/14,8,21,good,toward_bad,False
baseline[good=below],baseline/14,9,21,good,toward_good,False
baseline[good=below],baseline/14,10,21,good,toward_bad,False
baseline[good=below],baseline/14,11,21,good,toward_good,False
baseline[good=below],baseline/14,12,21,good,toward_good,False
baseline[good=below],baseline/14,13,21,good,toward_bad,False
baseline[good=below],baseline/14,14,21,good,toward_bad,False
baseline[good=below],baseline/14,15,21,good,toward_good,False
baseline[good=below],baseline/14,16,21,good,toward_good,False
baseline[good=below],baseline/14,17,21,good,toward_bad,False
baseline[good=below],baseline/14,18,21,good,toward_bad,False
baseline[good=below],baseline/14,19,21,good,toward_good,False
baseline[good=below],baseline/14,20,21,good,,True
baseline[good=above],baseline/15,0,14,good,toward_bad,False
baseline[good=above],baseline/15,1,14,bad,toward_good,False
baseline[good=above],baseline/15,2,14,good,toward_bad,False
baseline[good=above],baseline/15,3,14,good,toward_good,False
baseline[good=above],baseline/15,4,14,good,toward_good,False
baseline[good=above],baseline/15,5,14,good,toward_bad,False
baseline[good=above],baseline/15,6,14,good,toward_bad,False
baseline[good=above],baseline/15,7,14,good,toward_good,False
baseline[good=above],baseline/15,8,14,good,toward_bad,False
baseline[good=above],baseline/15,9,14,good,toward_good,False
baseline[good=above],baseline/15,10,14,good,toward_bad,False
baseline[good=above],baseline/15,11,14,good,toward_bad,False
baseline[good=above],baseline/15,12,14,good,toward_good,False
baseline[good=above],baseline/15,13,14,good,,True
baseline[good=below],baseline/15,0,14,bad,toward_good,False
baseline[good=below],baseline/15,1,14,good,toward_bad,False
baseline[good=below],baseline/15,2,14,bad,toward_good,False
baseline[good=below],baseline/15,3,14,bad,toward_bad,False
baseline[good=below],baseline/15,4,14,bad,toward_bad,False
baseline[good=below],baseline/15,5,14,bad,toward_good,False
baseline[good=below],baseline/15,6,14,bad,toward_good,False
baseline[good=below],baseline/15,7,14,bad,toward_bad,False
baseline[good=below],baseline/15,8,14,bad,toward_good,False
baseline[good=below],baseline/15,9,14,bad,toward_bad,False
baseline[good=below],baseline/15,10,14,bad,toward_good,False
baseline[good=below],baseline/15,11,14,bad,toward_good,False
baseline[good=below],baseline/15,12,14,bad,toward_bad,False
baseline[good=below],baseline/15,13,14,bad,,True
baseline[good=above],baseline/16,0,30,bad,toward_good,False
baseline[good=above],baseline/16,1,30,bad,toward_bad,False
baseline[good=above],baseline/16,2,30,bad,toward_good,False
baseline[good=above],baseline/16,3,30,bad,toward_bad,False
baseline[good=above],baseline/16,4,30,bad,toward_bad,False
baseline[good=above],baseline/16,5,30,bad,toward_bad,False
baseline[good=above],baseline/16,6,30,bad,toward_good,False
baseline[good=above],baseline/16,7,30,bad,toward_good,False
baseline[good=above],baseline/16,8,30,bad,toward_bad,False
baseline[good=above],baseline/16,9,30,bad,toward_good,False
baseline[good=above],baseline/16,10,30,bad,toward_good,False
baseline[good=above],baseline/16,11,30,bad,toward_good,False
baseline[good=above],baseline/16,12,30,bad,toward_bad,False
baseline[good=above],baseline/16,13,30,bad,toward_bad,False
baseline[good=above],baseline/16,14,30,bad,toward_good,False
baseline[good=above],baseline/16,15,30,bad,toward_good,False
baseline[good=above],baseline/16,16,30,bad,toward_good,False
baseline[good=above],baseline/16,17,30,bad,toward_bad,False
baseline[good=above],baseline/16,18,30,bad,toward_good,False
baseline[good=above],baseline/16,19,30,bad,toward_good,False
baseline[good=above],baseline/16,20,30,bad,toward_bad,False
baseline[good=above],baseline/16,21,30,bad,toward_bad,False
baseline[good=above],baseline/16,22,30,bad,toward_bad,False
baseline[good=above],baseline/16,23,30,bad,toward_bad,False
baseline[good=above],baseline/16,24,30,bad,toward_good,False
baseline[good=above],baseline/16,25,30,bad,toward_bad,False
baseline[good=above],baseline/16,26,30,bad,toward_bad,False
baseline[good=above],baseline/16,27,30,bad,toward_bad,False
baseline[good=above],baseline/16,28,30,bad,toward_bad,False
baseline[good=above],baseline/16,29,30,bad,,True
baseline[good=below],baseline/16,0,30,good,toward_bad,False
baseline[good=below],baseline/16,1,30,good,toward_good,False
baseline[good=below],baseline/16,2,30,good,toward_bad,False
baseline[good=below],baseline/16,3,30,good,toward_good,False
baseline[good=below],baseline/16,4,30,good,toward_good,False
baseline[good=below],baseline/16,5,30,good,toward_good,False
baseline[good=below],baseline/16,6,30,good,toward_bad,False
baseline[good=below],baseline/16,7,30,good,toward_bad,False
baseline[good=below],baseline/16,8,30,good,toward_good,False
baseline[good=below],baseline/16,9,30,good,toward_bad,False
baseline[good=below],baseline/16,10,30,good,toward_bad,False
baseline[good=below],baseline/16,11,30,good,toward_bad,False
baseline[good=below],baseline/16,12,30,good,toward_good,False
baseline[good=below],baseline/16,13,30,good,toward_good,False
baseline[good=below],baseline/16,14,30,good,toward_bad,False
baseline[good=below],baseline/16,15,30,good,toward_bad,False
baseline[good=below],baseline/16,16,30,good,toward_bad,False
baseline[good=below],baseline/16,17,30,good,toward_good,False
baseline[good=below],baseline/16,18,30,good,toward_bad,False
