cond,i,good_above,threshold,final,first,K,tokens,traj_ok,has_error,final_above,final_side,first_above,first_side,crossed_up,crossed_down,crossed_to_good,crossed_to_bad
below_good,14,False,17550000.0,17150000.0,120000000.0,21,12195,True,False,False,good,True,bad,False,True,True,False
below_good,15,False,17550000.0,35100000.0,35100000.0,1,11890,True,False,True,bad,True,bad,False,False,False,False
below_good,16,False,17550000.0,12500000.0,11000000.0,4,11043,True,False,False,good,False,good,False,False,False,False
below_good,17,False,17550000.0,13440000.0,15600000.0,25,8334,True,False,False,good,False,good,False,False,False,False
below_good,18,False,17550000.0,14000000.0,12100000.0,26,10440,True,False,False,good,False,good,False,False,False,False
below_good,19,False,17550000.0,17500000.0,100000.0,31,13912,False,False,False,good,False,good,False,False,False,False
below_good,20,False,17550000.0,6000000.0,6000000.0,1,8887,True,False,False,good,False,good,False,False,False,False
below_good,21,False,17550000.0,117000000.0,96000000.0,7,8503,True,False,True,bad,True,bad,False,False,False,False
below_good,22,False,17550000.0,17500000.0,17500000.0,1,9622,True,False,False,good,False,good,False,False,False,False
below_good,23,False,17550000.0,80000000.0,80000000.0,1,9819,True,False,True,bad,True,bad,False,False,False,False
below_good,24,False,17550000.0,17280000.0,17050000.0,22,10257,True,False,False,good,False,good,False,False,False,False
below_good,25,False,17550000.0,17460000.0,65000000.0,19,12993,True,False,False,good,True,bad,False,True,True,False
below_good,26,False,17550000.0,12000000.0,12000000.0,1,7024,True,False,False,good,False,good,False,False,False,False
below_good,27,False,17550000.0,68250000.0,80000000.0,14,8805,True,False,True,bad,True,bad,False,False,False,False
below_good,28,False,17550000.0,16575000.0,16575000.0,1,7967,True,False,False,good,False,good,False,False,False,False
below_good,29,False,17550000.0,17000000.0,145000000.0,15,13430,True,False,False,good,True,bad,False,True,True,False
below_good,30,False,17550000.0,58200000.0,58500000.0,4,6734,True,False,True,bad,True,bad,False,False,False,False
below_good,31,False,17550000.0,6800000.0,6786000.0,1,8412,True,False,False,good,False,good,False,False,False,False
below_good,32,False,17550000.0,17550000.0,10000000.0,3,15242,True,False,False,good,False,good,False,False,False,False
below_good,33,False,17550000.0,15000000.0,15000000.0,1,9446,True,False,False,good,False,good,False,False,False,False
below_good,34,False,17550000.0,15000000.0,15000000.0,1,10366,True,False,False,good,False,good,False,False,False,False
below_good,35,False,17550000.0,16500000.0,17550000.0,8,9952,True,False,False,good,False,good,False,False,False,False
below_good,36,False,17550000.0,15000000.0,15000000.0,1,13276,True,False,False,good,False,good,False,False,False,False
below_good,37,False,17550000.0,17050000.0,22230000.0,23,8877,True,False,False,good,True,bad,False,True,True,False
below_good,38,False,17550000.0,17550000.0,17550000.0,3,11238,True,False,False,good,False,good,False,False,False,False
below_good,39,False,17550000.0,70200000.0,72000000.0,9,10225,True,False,True,bad,True,bad,False,False,False,False
below_good,40,False,17550000.0,17550000.0,11000000.0,7,8665,True,False,False,good,False,good,False,False,False,False
below_good,41,False,17550000.0,17400000.0,19800000.0,39,10911,True,False,False,good,True,bad,False,True,True,False
below_good,42,False,17550000.0,17500000.0,30000000.0,13,13415,True,False,False,good,True,bad,False,True,True,False
below_good,43,False,17550000.0,14040000.0,14040000.0,1,10252,True,False,False,good,False,good,False,False,False,False
below_good,44,False,17550000.0,17550000.0,20000000.0,3,10642,True,False,False,good,True,bad,False,True,True,False
below_good,45,False,17550000.0,15000000.0,15000000.0,6,7540,True,False,False,good,False,good,False,False,False,False
below_good,46,False,17550000.0,17000000.0,19500000.0,13,9446,True,False,False,good,True,bad,False,True,True,False
below_good,47,False,17550000.0,11700000.0,11700000.0,7,10637,True,False,False,good,False,good,False,False,False,False
below_good,48,False,17550000.0,175500000.0,175500000.0,1,9629,True,False,True,bad,True,bad,False,False,False,False
below_good,49,False,17550000.0,39000000.0,51750000.0,18,9527,True,False,True,bad,True,bad,False,False,False,False
below_good,50,False,17550000.0,14580000.0,105000.0,30,12291,False,False,False,good,False,good,False,False,False,False
below_good,51,False,17550000.0,23400000.0,35100000.0,4,11452,True,False,True,bad,True,bad,False,False,False,False
below_good,52,False,17550000.0,33950000.0,30000000.0,3,12236,True,False,True,bad,True,bad,False,False,False,False
below_good,53,False,17550000.0,20500000.0,18000000.0,8,7739,True,False,True,bad,True,bad,False,False,False,False
below_good,54,False,17550000.0,17000000.0,16000000.0,6,11338,True,False,False,good,False,good,False,False,False,False
below_good,55,False,17550000.0,15000000.0,15000000.0,1,9538,True,False,False,good,False,good,False,False,False,False
below_good,56,False,17550000.0,18000000.0,22000000.0,7,11946,True,False,True,bad,True,bad,False,False,False,False
below_good,57,False,17550000.0,17550000.0,17550000.0,1,8641,True,False,False,good,False,good,False,False,False,False
below_good,58,False,17550000.0,17390000.0,17390000.0,1,13504,True,False,False,good,False,good,False,False,False,False
below_good,59,False,17550000.0,17500000.0,180000000.0,3,13202,False,False,False,good,True,bad,False,True,True,False
below_good,60,False,17550000.0,17550000.0,13800000.0,3,9608,True,False,False,good,False,good,False,False,False,False
below_good,61,False,17550000.0,17000000.0,22800000.0,8,10367,True,False,False,good,True,bad,False,True,True,False
below_good,62,False,17550000.0,11700000.0,9600000.0,11,9241,True,False,False,good,False,good,False,False,False,False
below_good,63,False,17550000.0,17550000.0,17550000.0,1,10940,True,False,False,good,False,good,False,False,False,False
below_good,64,False,17550000.0,11700000.0,11700000.0,1,14046,True,False,False,good,False,good,False,False,False,False
below_good,65,False,17550000.0,11000000.0,10530000.0,18,7758,True,False,False,good,False,good,False,False,False,False
below_good,66,False,17550000.0,15000000.0,15000000.0,1,10615,True,False,False,good,False,good,False,False,False,False
below_good,67,False,17550000.0,17000000.0,20000000.0,18,11599,True,False,False,good,True,bad,False,True,True,False
below_good,68,False,17550000.0,17550000.0,28600000.0,11,13814,True,False,False,good,True,bad,False,True,True,False
below_good,69,False,17550000.0,13200000.0,120000.0,13,9792,False,False,False,good,False,good,False,False,False,False
below_good,70,False,17550000.0,17250000.0,17250000.0,1,11152,True,False,False,good,False,good,False,False,False,False
below_good,71,False,17550000.0,15000000.0,15000000.0,4,11218,True,False,False,good,False,good,False,False,False,False
below_good,72,False,17550000.0,58500000.0,58500000.0,1,9852,True,False,True,bad,True,bad,False,False,False,False
below_good,73,False,17550000.0,17500000.0,17500000.0,1,11800,True,False,False,good,False,good,False,False,False,False
below_good,74,False,17550000.0,17550000.0,17550000.0,5,15176,True,False,False,good,False,good,False,False,False,False
below_good,75,False,17550000.0,17000000.0,34500000.0,19,9272,True,False,False,good,True,bad,False,True,True,False
below_good,76,False,17550000.0,17500000.0,17500000.0,1,14610,True,False,False,good,False,good,False,False,False,False
below_good,77,False,17550000.0,17250000.0,12000000.0,24,9483,True,False,False,good,False,good,False,False,False,False
below_good,78,False,17550000.0,17550000.0,17550000.0,1,11902,True,False,False,good,False,good,False,False,False,False
below_good,79,False,17550000.0,17250000.0,17250000.0,1,7767,True,False,False,good,False,good,False,False,False,False
below_good,80,False,17550000.0,14500000.0,15000000.0,2,7720,True,False,False,good,False,good,False,False,False,False
below_good,81,False,17550000.0,17550000.0,17550000.0,1,13569,True,False,False,good,False,good,False,False,False,False
below_good,82,False,17550000.0,15210000.0,14400000.0,17,8985,True,False,False,good,False,good,False,False,False,False
below_good,83,False,17550000.0,14625000.0,14625000.0,1,9890,True,False,False,good,False,good,False,False,False,False
below_good,84,False,17550000.0,15500000.0,15000000.0,4,11298,True,False,False,good,False,good,False,False,False,False
below_good,85,False,17550000.0,22000000.0,25000000.0,26,12506,True,False,True,bad,True,bad,False,False,False,False
below_good,86,False,17550000.0,17480000.0,19800000.0,7,10731,True,False,False,good,True,bad,False,True,True,False
below_good,87,False,17550000.0,17550000.0,17550000.0,1,8201,True,False,False,good,False,good,False,False,False,False
below_good,88,False,17550000.0,20000000.0,25000000.0,20,8014,True,False,True,bad,True,bad,False,False,False,False
below_good,89,False,17550000.0,17550000.0,17550000.0,1,10208,True,False,False,good,False,good,False,False,False,False
below_good,90,False,17550000.0,21000000.0,36000000.0,21,9215,True,False,True,bad,True,bad,False,False,False,False
below_good,91,False,17550000.0,11700000.0,9750000.0,5,10193,True,False,False,good,False,good,False,False,False,False
below_good,92,False,17550000.0,15000000.0,15000000.0,1,10488,True,False,False,good,False,good,False,False,False,False
below_good,93,False,17550000.0,15800000.0,13800000.0,13,12717,True,False,False,good,False,good,False,False,False,False
below_good,94,False,17550000.0,17500000.0,50000000.0,8,15972,True,False,False,good,True,bad,False,True,True,False
below_good,95,False,17550000.0,11100000.0,9900000.0,17,7825,True,False,False,good,False,good,False,False,False,False
below_good,96,False,17550000.0,117000000.0,165000000.0,4,9138,True,False,True,bad,True,bad,False,False,False,False
below_good,97,False,17550000.0,50000000.0,50000000.0,1,10493,True,False,True,bad,True,bad,False,False,False,False
below_good,98,False,17550000.0,17550000.0,48000000.0,5,7819,True,False,False,good,True,bad,False,True,True,False
below_good,99,False,17550000.0,19050000.0,130000.0,9,11526,False,False,True,bad,False,good,True,False,False,True
above_good,0,True,17550000.0,7500000.0,7200000.0,1,8028,True,False,False,bad,False,bad,False,False,False,False
above_good,1,True,17550000.0,23400000.0,23400000.0,1,10290,True,False,True,good,True,good,False,False,False,False
above_good,2,True,17550000.0,40000000.0,40000000.0,1,11748,True,False,True,good,True,good,False,False,False,False
above_good,3,True,17550000.0,17550000.0,17550000.0,20,10842,True,False,False,bad,False,bad,False,False,False,False
above_good,4,True,17550000.0,23500000.0,28600000.0,36,10981,True,False,True,good,True,good,False,False,False,False
above_good,5,True,17550000.0,20000000.0,20000000.0,1,11623,True,False,True,good,True,good,False,False,False,False
above_good,6,True,17550000.0,14500000.0,10000000.0,10,9976,True,False,False,bad,False,bad,False,False,False,False
above_good,7,True,17550000.0,53550000.0,52800000.0,1,7781,True,False,True,good,True,good,False,False,False,False
above_good,8,True,17550000.0,14700000.0,14684700.0,5,10440,True,False,False,bad,False,bad,False,False,False,False
above_good,9,True,17550000.0,17700000.0,10000000.0,15,17090,False,False,True,good,False,bad,True,False,True,False
above_good,10,True,17550000.0,72000000.0,72000000.0,1,7327,True,False,True,good,True,good,False,False,False,False
above_good,11,True,17550000.0,14150000.0,,0,1172,False,False,False,bad,,,,,,
above_good,12,True,17550000.0,18000000.0,20000000.0,21,9733,True,False,True,good,True,good,False,False,False,False
above_good,13,True,17550000.0,30000000.0,35000000.0,6,9057,True,False,True,good,True,good,False,False,False,False
above_good,14,True,17550000.0,20000000.0,23400000.0,4,8384,True,False,True,good,True,good,False,False,False,False
above_good,15,True,17550000.0,16000000.0,15600000.0,2,12418,True,False,False,bad,False,bad,False,False,False,False
above_good,16,True,17550000.0,70200000.0,73200000.0,5,8775,True,False,True,good,True,good,False,False,False,False
above_good,17,True,17550000.0,26500000.0,45000000.0,29,12507,True,False,True,good,True,good,False,False,False,False
above_good,18,True,17550000.0,17800000.0,17250000.0,3,10481,True,False,True,good,False,bad,True,False,True,False
above_good,19,True,17550000.0,20700000.0,23000000.0,6,10661,True,False,True,good,True,good,False,False,False,False
above_good,20,True,17550000.0,20000000.0,20000000.0,1,8049,True,False,True,good,True,good,False,False,False,False
above_good,21,True,17550000.0,76500000.0,76500000.0,10,11738,True,False,True,good,True,good,False,False,False,False
above_good,22,True,17550000.0,27500000.0,33000000.0,3,4322,True,False,True,good,True,good,False,False,False,False
above_good,23,True,17550000.0,19500000.0,30000000.0,3,9520,True,False,True,good,True,good,False,False,False,False
above_good,24,True,17550000.0,17600000.0,10000000.0,3,11589,True,False,True,good,False,bad,True,False,True,False
above_good,25,True,17550000.0,75000000.0,75000000.0,1,9372,True,False,True,good,True,good,False,False,False,False
above_good,26,True,17550000.0,17600000.0,17600000.0,1,11949,True,False,True,good,True,good,False,False,False,False
above_good,27,True,17550000.0,120000000.0,120000000.0,1,7958,True,False,True,good,True,good,False,False,False,False
above_good,28,True,17550000.0,9400000.0,9360000.0,4,9351,True,False,False,bad,False,bad,False,False,False,False
above_good,29,True,17550000.0,45000000.0,50000000.0,2,9422,True,False,True,good,True,good,False,False,False,False
above_good,30,True,17550000.0,18000000.0,15600000.0,19,8981,True,False,True,good,False,bad,True,False,True,False
above_good,31,True,17550000.0,70000000.0,100000000.0,29,10882,True,False,True,good,True,good,False,False,False,False
above_good,32,True,17550000.0,18000000.0,17550000.0,2,11652,True,False,True,good,False,bad,True,False,True,False
above_good,33,True,17550000.0,22000000.0,34500000.0,37,10534,True,False,True,good,True,good,False,False,False,False
above_good,34,True,17550000.0,17600000.0,10000000.0,11,9087,True,False,True,good,False,bad,True,False,True,False
above_good,35,True,17550000.0,23400000.0,23400000.0,3,11052,True,False,True,good,True,good,False,False,False,False
above_good,36,True,17550000.0,42000000.0,60000000.0,18,8034,True,False,True,good,True,good,False,False,False,False
above_good,37,True,17550000.0,13200000.0,10000000.0,13,8766,True,False,False,bad,False,bad,False,False,False,False
above_good,38,True,17550000.0,18000000.0,24000000.0,35,11053,True,False,True,good,True,good,False,False,False,False
above_good,39,True,17550000.0,23400000.0,30000000.0,5,10008,True,False,True,good,True,good,False,False,False,False
above_good,40,True,17550000.0,17600000.0,17325000.0,10,11743,True,False,True,good,False,bad,True,False,True,False
above_good,41,True,17550000.0,11115000.0,117000.0,20,10976,False,False,False,bad,False,bad,False,False,False,False
above_good,42,True,17550000.0,16875000.0,14625000.0,4,12269,True,False,False,bad,False,bad,False,False,False,False
above_good,43,True,17550000.0,23400000.0,23400000.0,1,12992,True,False,True,good,True,good,False,False,False,False
above_good,44,True,17550000.0,19500000.0,23000000.0,4,14028,True,False,True,good,True,good,False,False,False,False
above_good,45,True,17550000.0,55000000.0,55000000.0,1,8952,True,False,True,good,True,good,False,False,False,False
above_good,46,True,17550000.0,35100000.0,48000000.0,19,6312,True,False,True,good,True,good,False,False,False,False
above_good,47,True,17550000.0,78750000.0,78750000.0,1,8976,True,False,True,good,True,good,False,False,False,False
above_good,48,True,17550000.0,73000000.0,70800000.0,12,7003,True,False,True,good,True,good,False,False,False,False
above_good,49,True,17550000.0,12100000.0,10000000.0,45,10337,True,False,False,bad,False,bad,False,False,False,False
above_good,50,True,17550000.0,11500000.0,15000000.0,6,11881,True,False,False,bad,False,bad,False,False,False,False
above_good,51,True,17550000.0,40000000.0,40000000.0,1,12718,True,False,True,good,True,good,False,False,False,False
above_good,52,True,17550000.0,21060000.0,15000000.0,14,8881,True,False,True,good,False,bad,True,False,True,False
above_good,53,True,17550000.0,70000000.0,80000000.0,3,9681,True,False,True,good,True,good,False,False,False,False
above_good,54,True,17550000.0,25000000.0,25000000.0,1,10202,True,False,True,good,True,good,False,False,False,False
above_good,55,True,17550000.0,66000000.0,66000000.0,1,6824,True,False,True,good,True,good,False,False,False,False
above_good,56,True,17550000.0,11700000.0,12100000.0,6,10730,True,False,False,bad,False,bad,False,False,False,False
above_good,57,True,17550000.0,15000000.0,10000000.0,16,9935,True,False,False,bad,False,bad,False,False,False,False
above_good,58,True,17550000.0,92800000.0,92800000.0,1,8220,True,False,True,good,True,good,False,False,False,False
above_good,59,True,17550000.0,17600000.0,17250000.0,9,9094,True,False,True,good,False,bad,True,False,True,False
above_good,60,True,17550000.0,18000000.0,16500000.0,20,7709,True,False,True,good,False,bad,True,False,True,False
above_good,61,True,17550000.0,17550000.0,17550000.0,9,10310,True,False,False,bad,False,bad,False,False,False,False
above_good,62,True,17550000.0,81900000.0,93600000.0,12,9655,True,False,True,good,True,good,False,False,False,False
above_good,63,True,17550000.0,18135000.0,34500000.0,11,14674,True,False,True,good,True,good,False,False,False,False
above_good,64,True,17550000.0,35100000.0,42000000.0,10,7375,True,False,True,good,True,good,False,False,False,False
above_good,65,True,17550000.0,115000000.0,117500000.0,5,8017,True,False,True,good,True,good,False,False,False,False
above_good,66,True,17550000.0,70000000.0,74750000.0,6,8298,True,False,True,good,True,good,False,False,False,False
above_good,67,True,17550000.0,17600000.0,17700000.0,6,13316,True,False,True,good,True,good,False,False,False,False
above_good,68,True,17550000.0,35100000.0,35100000.0,1,9416,True,False,True,good,True,good,False,False,False,False
above_good,69,True,17550000.0,18000000.0,17250000.0,4,9964,True,False,True,good,False,bad,True,False,True,False
above_good,70,True,17550000.0,20000000.0,30000000.0,4,12662,True,False,True,good,True,good,False,False,False,False
above_good,71,True,17550000.0,21500000.0,21500000.0,1,11978,True,False,True,good,True,good,False,False,False,False
above_good,72,True,17550000.0,100000000.0,100000000.0,3,13252,True,False,True,good,True,good,False,False,False,False
above_good,73,True,17550000.0,21000000.0,21000000.0,1,10667,True,False,True,good,True,good,False,False,False,False
above_good,74,True,17550000.0,17600000.0,17340000.0,2,16079,True,False,True,good,False,bad,True,False,True,False
above_good,75,True,17550000.0,18000000.0,18000000.0,1,12531,True,False,True,good,True,good,False,False,False,False
above_good,76,True,17550000.0,80000000.0,92000000.0,3,16104,True,False,True,good,True,good,False,False,False,False
above_good,77,True,17550000.0,70000000.0,96000000.0,11,8176,True,False,True,good,True,good,False,False,False,False
above_good,78,True,17550000.0,35000000.0,50000000.0,21,10716,True,False,True,good,True,good,False,False,False,False
above_good,79,True,17550000.0,66300000.0,60000000.0,25,9588,True,False,True,good,True,good,False,False,False,False
